"Position holder";"Name of the issuer";"ISIN";"Net short position";"Position date"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"0.48";"2025-02-17 00:00:00"
"Voleon Capital Management LP";"Ebusco Holding N.V.";"NL0015002AG2";"0.51";"2025-02-17 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.77";"2025-02-14 00:00:00"
"Citadel Securities (Europe) Limited";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.49";"2025-02-14 00:00:00"
"Marshall Wace LLP";"OCI N.V.";"NL0010558797";"1.08";"2025-02-14 00:00:00"
"Millennium International Management LP";"Aperam S.A.";"LU0569974404";"0.48";"2025-02-14 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"0.59";"2025-02-14 00:00:00"
"Voleon Capital Management LP";"Ebusco Holding N.V.";"NL0015002AG2";"0.49";"2025-02-14 00:00:00"
"Capital Fund Management S.A.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.62";"2025-02-13 00:00:00"
"Marshall Wace LLP";"Galapagos NV";"BE0003818359";"0.63";"2025-02-13 00:00:00"
"Millennium International Management LP";"Aperam S.A.";"LU0569974404";"0.56";"2025-02-13 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"0.61";"2025-02-13 00:00:00"
"Qube Research & Technologies Ltd.";"Galapagos NV";"BE0003818359";"1.12";"2025-02-13 00:00:00"
"Qube Research & Technologies Ltd.";"TKH Group N.V.";"NL0000852523";"0.61";"2025-02-13 00:00:00"
"TFG Asset Management UK LLP";"CM.com N.V.";"NL0012747059";"0.00";"2025-02-13 00:00:00"
"Whitebox Advisors LLC";"CM.com N.V.";"NL0012747059";"0.00";"2025-02-13 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.89";"2025-02-12 00:00:00"
"Capital Fund Management S.A.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.59";"2025-02-12 00:00:00"
"Citadel Advisors LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.64";"2025-02-12 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Galapagos NV";"BE0003818359";"0.50";"2025-02-12 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"2.00";"2025-02-12 00:00:00"
"Southpoint Capital Advisors LP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.55";"2025-02-12 00:00:00"
"Voleon Capital Management LP";"Ebusco Holding N.V.";"NL0015002AG2";"0.50";"2025-02-12 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.88";"2025-02-11 00:00:00"
"Capital Fund Management S.A.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.61";"2025-02-11 00:00:00"
"Citadel Advisors LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.59";"2025-02-11 00:00:00"
"Millennium Capital Partners LLP";"Aperam S.A.";"LU0569974404";"0.99";"2025-02-11 00:00:00"
"PDT Partners, LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.71";"2025-02-11 00:00:00"
"AQR Capital Management, LLC";"IMCD N.V.";"NL0010801007";"0.49";"2025-02-10 00:00:00"
"Citadel Advisors LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.61";"2025-02-10 00:00:00"
"Citadel Advisors LLC";"OCI N.V.";"NL0010558797";"0.69";"2025-02-10 00:00:00"
"Capital Fund Management S.A.";"ArcelorMittal S.A.";"LU1598757687";"0.44";"2025-02-07 00:00:00"
"Citadel Advisors LLC";"ArcelorMittal S.A.";"LU1598757687";"0.48";"2025-02-07 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.88";"2025-02-07 00:00:00"
"Marshall Wace LLP";"OCI N.V.";"NL0010558797";"1.18";"2025-02-07 00:00:00"
"Millennium Capital Partners LLP";"Alfen N.V.";"NL0012817175";"0.60";"2025-02-07 00:00:00"
"Millennium Capital Partners LLP";"Aperam S.A.";"LU0569974404";"1.02";"2025-02-07 00:00:00"
"Millennium International Management LP";"Aperam S.A.";"LU0569974404";"0.68";"2025-02-07 00:00:00"
"PDT Partners, LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.69";"2025-02-07 00:00:00"
"Capital Fund Management S.A.";"ArcelorMittal S.A.";"LU1598757687";"0.52";"2025-02-06 00:00:00"
"Citadel Advisors LLC";"ArcelorMittal S.A.";"LU1598757687";"0.51";"2025-02-06 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.92";"2025-02-06 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.57";"2025-02-06 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.47";"2025-02-06 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.99";"2025-02-05 00:00:00"
"Marshall Wace LLP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"0.52";"2025-02-05 00:00:00"
"WorldQuant, LLC";"Galapagos NV";"BE0003818359";"0.48";"2025-02-05 00:00:00"
"AQR Capital Management, LLC";"ASR Nederland N.V.";"NL0011872643";"0.79";"2025-02-04 00:00:00"
"Citadel Advisors LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.58";"2025-02-04 00:00:00"
"Marshall Wace LLP";"Galapagos NV";"BE0003818359";"0.50";"2025-02-04 00:00:00"
"Mirabella Financial Services LLP";"Signify N.V.";"NL0011821392";"0.49";"2025-02-04 00:00:00"
"Numeric Investors LLC";"Brunel International N.V.";"NL0010776944";"0.50";"2025-02-04 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.01";"2025-02-03 00:00:00"
"Capital Fund Management S.A.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2025-02-03 00:00:00"
"Citadel Advisors LLC";"ArcelorMittal S.A.";"LU1598757687";"0.47";"2025-02-03 00:00:00"
"Citadel Advisors LLC";"OCI N.V.";"NL0010558797";"0.79";"2025-02-03 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.83";"2025-02-03 00:00:00"
"Mirabella Financial Services LLP";"Signify N.V.";"NL0011821392";"0.51";"2025-02-03 00:00:00"
"PDT Partners, LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.79";"2025-02-03 00:00:00"
"Qube Research & Technologies Ltd.";"TKH Group N.V.";"NL0000852523";"0.50";"2025-02-03 00:00:00"
"AQR Capital Management, LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.59";"2025-01-31 00:00:00"
"Boldhaven Management LLP";"ARCADIS N.V.";"NL0006237562";"0.70";"2025-01-31 00:00:00"
"Capital Fund Management S.A.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.49";"2025-01-31 00:00:00"
"Citadel Advisors LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.60";"2025-01-30 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.68";"2025-01-30 00:00:00"
"Millennium Capital Partners LLP";"Alfen N.V.";"NL0012817175";"0.50";"2025-01-30 00:00:00"
"Mirabella Financial Services LLP";"Signify N.V.";"NL0011821392";"0.49";"2025-01-30 00:00:00"
"AKO Capital LLP";"Randstad N.V.";"NL0000379121";"0.80";"2025-01-29 00:00:00"
"Capital Fund Management S.A.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2025-01-29 00:00:00"
"Citadel Advisors LLC";"ArcelorMittal S.A.";"LU1598757687";"0.59";"2025-01-29 00:00:00"
"Citadel Advisors LLC";"OCI N.V.";"NL0010558797";"0.89";"2025-01-29 00:00:00"
"Citadel Securities (Europe) Limited";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.57";"2025-01-29 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.71";"2025-01-29 00:00:00"
"Marshall Wace LLP";"Akzo Nobel N.V.";"NL0013267909";"0.47";"2025-01-29 00:00:00"
"Marshall Wace LLP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"0.48";"2025-01-29 00:00:00"
"Marshall Wace LLP";"OCI N.V.";"NL0010558797";"1.29";"2025-01-29 00:00:00"
"Millennium Capital Partners LLP";"Aperam S.A.";"LU0569974404";"0.90";"2025-01-29 00:00:00"
"WorldQuant, LLC";"Galapagos NV";"BE0003818359";"0.51";"2025-01-29 00:00:00"
"Capital Fund Management S.A.";"AMG Critical Materials N.V.";"NL0000888691";"0.48";"2025-01-28 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.46";"2025-01-28 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.74";"2025-01-28 00:00:00"
"Millennium Capital Partners LLP";"Alfen N.V.";"NL0012817175";"0.47";"2025-01-28 00:00:00"
"Millennium International Management LP";"Aperam S.A.";"LU0569974404";"0.79";"2025-01-28 00:00:00"
"PDT Partners, LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.88";"2025-01-28 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.99";"2025-01-27 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Alfen N.V.";"NL0012817175";"0.53";"2025-01-27 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Pharming Group N.V.";"NL0010391025";"1.09";"2025-01-24 00:00:00"
"Citadel Advisors LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.58";"2025-01-24 00:00:00"
"Citadel Securities (Europe) Limited";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.62";"2025-01-24 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.61";"2025-01-24 00:00:00"
"Teacher Retirement System of Texas";"AMG Critical Materials N.V.";"NL0000888691";"0.49";"2025-01-24 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.47";"2025-01-24 00:00:00"
"Citadel Securities (Europe) Limited";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.71";"2025-01-23 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.91";"2025-01-23 00:00:00"
"Marshall Wace LLP";"OCI N.V.";"NL0010558797";"1.39";"2025-01-23 00:00:00"
"Millennium Capital Partners LLP";"Aperam S.A.";"LU0569974404";"0.89";"2025-01-23 00:00:00"
"Millennium International Management LP";"Aperam S.A.";"LU0569974404";"0.88";"2025-01-23 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Alfen N.V.";"NL0012817175";"0.68";"2025-01-22 00:00:00"
"Capital Fund Management S.A.";"AMG Critical Materials N.V.";"NL0000888691";"0.54";"2025-01-22 00:00:00"
"Citadel Advisors LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.63";"2025-01-22 00:00:00"
"Citadel Securities (Europe) Limited";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.67";"2025-01-22 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.84";"2025-01-22 00:00:00"
"Millennium Capital Partners LLP";"Aperam S.A.";"LU0569974404";"0.93";"2025-01-22 00:00:00"
"PDT Partners, LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.95";"2025-01-22 00:00:00"
"Qube Research & Technologies Ltd.";"Avantium N.V.";"NL0012047823";"1.61";"2025-01-22 00:00:00"
"Citadel Advisors LLC";"OCI N.V.";"NL0010558797";"0.99";"2025-01-21 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.50";"2025-01-21 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.59";"2025-01-21 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"0.01";"2025-01-21 00:00:00"
"Qube Research & Technologies Ltd.";"AMG Critical Materials N.V.";"NL0000888691";"0.03";"2025-01-21 00:00:00"
"Qube Research & Technologies Ltd.";"Aperam S.A.";"LU0569974404";"0.01";"2025-01-21 00:00:00"
"Qube Research & Technologies Ltd.";"Basic-Fit N.V.";"NL0011872650";"0.01";"2025-01-21 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"0.00";"2025-01-21 00:00:00"
"Qube Research & Technologies Ltd.";"Pharming Group N.V.";"NL0010391025";"0.00";"2025-01-21 00:00:00"
"Qube Research & Technologies Ltd.";"PostNL N.V.";"NL0009739416";"0.05";"2025-01-21 00:00:00"
"Qube Research & Technologies Ltd.";"TomTom N.V.";"NL0013332471";"0.00";"2025-01-21 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.57";"2025-01-21 00:00:00"
"AKO Capital LLP";"Signify N.V.";"NL0011821392";"0.47";"2025-01-20 00:00:00"
"D. E. Shaw & Co., L.P.";"PostNL N.V.";"NL0009739416";"0.50";"2025-01-20 00:00:00"
"Marshall Wace LLP";"Akzo Nobel N.V.";"NL0013267909";"0.59";"2025-01-20 00:00:00"
"Marshall Wace LLP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"0.50";"2025-01-20 00:00:00"
"Millennium Capital Partners LLP";"Alfen N.V.";"NL0012817175";"0.51";"2025-01-20 00:00:00"
"PDT Partners, LLC";"PostNL N.V.";"NL0009739416";"0.56";"2025-01-20 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"0.93";"2025-01-20 00:00:00"
"Qube Research & Technologies Ltd.";"PostNL N.V.";"NL0009739416";"1.80";"2025-01-20 00:00:00"
"Spark Investment Management LLC";"Alfen N.V.";"NL0012817175";"0.85";"2025-01-20 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.60";"2025-01-20 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.68";"2025-01-17 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.88";"2025-01-17 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.08";"2025-01-17 00:00:00"
"Qube Research & Technologies Ltd.";"AMG Critical Materials N.V.";"NL0000888691";"1.84";"2025-01-17 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.59";"2025-01-17 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.09";"2025-01-16 00:00:00"
"AKO Capital LLP";"Signify N.V.";"NL0011821392";"0.55";"2025-01-16 00:00:00"
"Capital Fund Management S.A.";"AMG Critical Materials N.V.";"NL0000888691";"0.44";"2025-01-16 00:00:00"
"Citadel Advisors LLC";"ArcelorMittal S.A.";"LU1598757687";"0.68";"2025-01-16 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.41";"2025-01-16 00:00:00"
"Marshall Wace LLP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"0.49";"2025-01-16 00:00:00"
"Millennium Capital Partners LLP";"Aperam S.A.";"LU0569974404";"1.08";"2025-01-16 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.16";"2025-01-16 00:00:00"
"Qube Research & Technologies Ltd.";"Galapagos NV";"BE0003818359";"1.00";"2025-01-16 00:00:00"
"Squarepoint Ops LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.47";"2025-01-16 00:00:00"
"TFG Asset Management UK LLP";"CM.com N.V.";"NL0012747059";"0.93";"2025-01-16 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Alfen N.V.";"NL0012817175";"0.77";"2025-01-15 00:00:00"
"Ilex Capital Partners (UK) LLP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"0.49";"2025-01-15 00:00:00"
"Marshall Wace LLP";"Akzo Nobel N.V.";"NL0013267909";"0.66";"2025-01-15 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.74";"2025-01-15 00:00:00"
"Marshall Wace LLP";"OCI N.V.";"NL0010558797";"1.49";"2025-01-15 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.26";"2025-01-15 00:00:00"
"Qube Research & Technologies Ltd.";"AMG Critical Materials N.V.";"NL0000888691";"1.75";"2025-01-15 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"0.88";"2025-01-15 00:00:00"
"Qube Research & Technologies Ltd.";"Pharming Group N.V.";"NL0010391025";"1.00";"2025-01-15 00:00:00"
"Capital Fund Management S.A.";"AMG Critical Materials N.V.";"NL0000888691";"0.59";"2025-01-14 00:00:00"
"Citadel Securities (Europe) Limited";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.79";"2025-01-14 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.69";"2025-01-14 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.98";"2025-01-14 00:00:00"
"Millennium Capital Partners LLP";"Alfen N.V.";"NL0012817175";"0.48";"2025-01-14 00:00:00"
"Mirabella Financial Services LLP";"Signify N.V.";"NL0011821392";"0.51";"2025-01-14 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.42";"2025-01-14 00:00:00"
"Qube Research & Technologies Ltd.";"AMG Critical Materials N.V.";"NL0000888691";"1.87";"2025-01-14 00:00:00"
"Spark Investment Management LLC";"Alfen N.V.";"NL0012817175";"0.75";"2025-01-14 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.60";"2025-01-14 00:00:00"
"Citadel Securities (Europe) Limited";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.60";"2025-01-13 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.31";"2025-01-13 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.36";"2025-01-13 00:00:00"
"Qube Research & Technologies Ltd.";"Galapagos NV";"BE0003818359";"0.90";"2025-01-13 00:00:00"
"Qube Research & Technologies Ltd.";"PostNL N.V.";"NL0009739416";"1.61";"2025-01-13 00:00:00"
"AQR Capital Management, LLC";"ASR Nederland N.V.";"NL0011872643";"0.80";"2025-01-10 00:00:00"
"Citadel Securities (Europe) Limited";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.57";"2025-01-10 00:00:00"
"Ilex Capital Partners (UK) LLP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"0.59";"2025-01-10 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.88";"2025-01-10 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.24";"2025-01-10 00:00:00"
"Qube Research & Technologies Ltd.";"Galapagos NV";"BE0003818359";"0.86";"2025-01-10 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.12";"2025-01-09 00:00:00"
"Marshall Wace LLP";"Akzo Nobel N.V.";"NL0013267909";"0.78";"2025-01-09 00:00:00"
"Millennium Capital Partners LLP";"Alfen N.V.";"NL0012817175";"0.58";"2025-01-09 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.14";"2025-01-09 00:00:00"
"Spark Investment Management LLC";"Alfen N.V.";"NL0012817175";"0.61";"2025-01-09 00:00:00"
"AKO Capital LLP";"Randstad N.V.";"NL0000379121";"0.70";"2025-01-08 00:00:00"
"Citadel Advisors LLC";"ArcelorMittal S.A.";"LU1598757687";"0.78";"2025-01-08 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.71";"2025-01-08 00:00:00"
"Ilex Capital Partners (UK) LLP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"0.60";"2025-01-08 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"0.96";"2025-01-08 00:00:00"
"Millennium International Management LP";"Aperam S.A.";"LU0569974404";"0.99";"2025-01-08 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.08";"2025-01-08 00:00:00"
"AQR Capital Management, LLC";"Alfen N.V.";"NL0012817175";"0.49";"2025-01-07 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Alfen N.V.";"NL0012817175";"0.88";"2025-01-07 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.47";"2025-01-07 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.47";"2025-01-07 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.20";"2025-01-07 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.16";"2025-01-07 00:00:00"
"Qube Research & Technologies Ltd.";"TomTom N.V.";"NL0013332471";"0.69";"2025-01-07 00:00:00"
"Spark Investment Management LLC";"Alfen N.V.";"NL0012817175";"0.52";"2025-01-07 00:00:00"
"AQR Capital Management, LLC";"Alfen N.V.";"NL0012817175";"0.50";"2025-01-06 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.54";"2025-01-06 00:00:00"
"Citadel Advisors LLC";"ArcelorMittal S.A.";"LU1598757687";"0.83";"2025-01-06 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.68";"2025-01-06 00:00:00"
"Marshall Wace LLP";"OCI N.V.";"NL0010558797";"1.59";"2025-01-06 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.31";"2025-01-06 00:00:00"
"Qube Research & Technologies Ltd.";"AMG Critical Materials N.V.";"NL0000888691";"1.99";"2025-01-06 00:00:00"
"Qube Research & Technologies Ltd.";"Aperam S.A.";"LU0569974404";"0.62";"2025-01-06 00:00:00"
"Qube Research & Technologies Ltd.";"Pharming Group N.V.";"NL0010391025";"0.96";"2025-01-06 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.09";"2025-01-03 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.60";"2025-01-03 00:00:00"
"Citadel Advisors LLC";"ArcelorMittal S.A.";"LU1598757687";"0.79";"2025-01-03 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.60";"2025-01-03 00:00:00"
"Qube Research & Technologies Ltd.";"Aperam S.A.";"LU0569974404";"0.59";"2025-01-03 00:00:00"
"Qube Research & Technologies Ltd.";"TomTom N.V.";"NL0013332471";"0.79";"2025-01-03 00:00:00"
"WorldQuant, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.59";"2025-01-03 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.10";"2025-01-02 00:00:00"
"Capital Fund Management S.A.";"AMG Critical Materials N.V.";"NL0000888691";"0.66";"2025-01-02 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.52";"2025-01-02 00:00:00"
"Citadel Securities (Europe) Limited";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.47";"2025-01-02 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.76";"2025-01-02 00:00:00"
"PDT Partners, LLC";"OCI N.V.";"NL0010558797";"0.49";"2025-01-02 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.98";"2025-01-02 00:00:00"
"Qube Research & Technologies Ltd.";"Avantium N.V.";"NL0012047823";"1.50";"2025-01-02 00:00:00"
"Qube Research & Technologies Ltd.";"Pharming Group N.V.";"NL0010391025";"1.00";"2025-01-02 00:00:00"
"Qube Research & Technologies Ltd.";"TomTom N.V.";"NL0013332471";"0.81";"2025-01-02 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Basic-Fit N.V.";"NL0011872650";"0.49";"2024-12-31 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.97";"2024-12-31 00:00:00"
"AQR Capital Management, LLC";"IMCD N.V.";"NL0010801007";"0.50";"2024-12-30 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.45";"2024-12-30 00:00:00"
"Citadel Advisors LLC";"ArcelorMittal S.A.";"LU1598757687";"0.81";"2024-12-30 00:00:00"
