"Position date","Change Position Date",Issuer,ISIN,"Position holder","Net short position"
04/07/2023,18/07/2023,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","1,34"
30/06/2023,04/07/2023,AEDIFICA,BE0003851681,"LMR PARTNERS LLP","0,59"
29/06/2023,30/06/2023,AEDIFICA,BE0003851681,"LMR PARTNERS LLP","0,74"
29/06/2023,04/07/2023,AEDIFICA,BE0003851681,"GUEVOURA FUND LIMITED","1,06"
28/06/2023,29/06/2023,AEDIFICA,BE0003851681,"GUEVOURA FUND LIMITED","0,86"
27/06/2023,28/06/2023,AEDIFICA,BE0003851681,"GUEVOURA FUND LIMITED","0,53"
26/06/2023,04/07/2023,RECTICEL,BE0003656676,"JPMORGAN ASSET MANAGEMENT (UK) LIMITED","0,53"
26/06/2023,27/06/2023,COFINIMMO,BE0003593044,"Wellington Management International Ltd","0,58"
23/06/2023,05/07/2023,BPOST,BE0974268972,"CITADEL ADVISORS LLC","0,50"
23/06/2023,13/07/2023,COFINIMMO,BE0003593044,"Millenium International Management LP","0,80"
22/06/2023,12/07/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,87"
20/06/2023,22/06/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,90"
20/06/2023,22/06/2023,BPOST,BE0974268972,"CITADEL ADVISORS LLC","0,50"
16/06/2023,20/06/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,89"
14/06/2023,16/06/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,91"
12/06/2023,16/06/2023,BPOST,BE0974268972,"CITADEL ADVISORS LLC","0,50"
08/06/2023,04/07/2023,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","1,21"
08/06/2023,14/06/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,88"
06/06/2023,23/06/2023,COFINIMMO,BE0003593044,"Millenium International Management LP","0,79"
31/05/2023,06/06/2023,COFINIMMO,BE0003593044,"Millenium International Management LP","0,82"
29/05/2023,01/09/2023,AGEAS,BE0974264930,"CITADEL ADVISORS EUROPE LIMITED","0,50"
25/05/2023,26/05/2023,AGEAS,BE0974264930,"CITADEL ADVISORS EUROPE LIMITED","0,50"
24/05/2023,08/06/2023,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","1,12"
22/05/2023,08/06/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,90"
19/05/2023,16/10/2024,SOFINA,BE0003717312,"GLADSTONE CAPITAL MANAGEMENT LLP","0,50"
19/05/2023,22/05/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,89"
18/05/2023,19/05/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,97"
18/05/2023,14/06/2023,COFINIMMO,BE0003593044,"MARSHALL WACE LLP","0,50"
15/05/2023,13/07/2023,SOLVAY,BE0003470755,"AKO CAPITAL LLP","0,60"
11/05/2023,18/05/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","1,04"
10/05/2023,31/05/2023,COFINIMMO,BE0003593044,"Millenium International Management LP","0,70"
09/05/2023,10/05/2023,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","0,65"
03/05/2023,09/05/2023,BPOST,BE0974268972,"CITADEL ADVISORS LLC","0,56"
03/05/2023,11/05/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,97"
02/05/2023,24/05/2023,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","1,09"
27/04/2023,03/05/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","1,06"
25/04/2023,27/04/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","1,11"
25/04/2023,03/05/2023,BPOST,BE0974268972,"CITADEL ADVISORS LLC","0,67"
24/04/2023,02/05/2023,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","1,11"
21/04/2023,24/04/2023,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","1,04"
21/04/2023,04/05/2023,COLRUYT,BE0974256852,"JPMORGAN ASSET MANAGEMENT (UK) LIMITED","0,56"
19/04/2023,06/07/2023,SOLVAY,BE0003470755,"Millenium International Management LP","0,62"
17/04/2023,15/05/2023,SOLVAY,BE0003470755,"AKO CAPITAL LLP","0,51"
05/04/2023,19/04/2023,SOLVAY,BE0003470755,"Millenium International Management LP","0,51"
04/04/2023,21/04/2023,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","0,90"
03/04/2023,24/04/2023,COFINIMMO,BE0003593044,"MARSHALL WACE LLP","0,51"
31/03/2023,04/05/2023,AGEAS,BE0974264930,"CITADEL ADVISORS EUROPE LIMITED","0,50"
30/03/2023,10/05/2023,COFINIMMO,BE0003593044,"Millenium International Management LP","0,60"
28/03/2023,25/04/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","1,00"
24/03/2023,30/03/2023,COFINIMMO,BE0003593044,"Millenium International Management LP","0,57"
22/03/2023,19/04/2023,BPOST,BE0974268972,"CITADEL ADVISORS LLC","0,51"
21/03/2023,28/03/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,93"
17/03/2023,24/03/2023,COFINIMMO,BE0003593044,"Millenium International Management LP","0,67"
17/03/2023,21/03/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,85"
16/03/2023,20/03/2023,BPOST,BE0974268972,"CITADEL ADVISORS LLC","0,51"
16/03/2023,16/06/2023,BIOCARTIS,BE0974281132,"Whitebox Advisors LLC","0,90"
15/03/2023,17/03/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,71"
13/03/2023,04/04/2023,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","0,89"
13/03/2023,15/03/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,53"
10/03/2023,05/07/2023,PROXIMUS,BE0003810273,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","0,51"
08/03/2023,10/03/2023,COFINIMMO,BE0003593044,"Millenium International Management LP","0,58"
07/03/2023,21/03/2023,COLRUYT,BE0974256852,"CITADEL ADVISORS LLC","0,59"
01/03/2023,27/07/2023,SOFINA,BE0003717312,"KINTBURY CAPITAL LLP","0,50"
27/02/2023,08/03/2023,COFINIMMO,BE0003593044,"Millenium International Management LP","0,61"
23/02/2023,28/02/2023,"MITHRA PHARMACEUTICALS",BE0974283153,"Millenium International Management LP","0,50"
22/02/2023,16/03/2023,BIOCARTIS,BE0974281132,"Whitebox Advisors LLC","0,80"
21/02/2023,07/03/2023,COLRUYT,BE0974256852,"CITADEL ADVISORS LLC","0,67"
16/02/2023,24/03/2023,SOLVAY,BE0003470755,"PSquared Asset Management AG","0,59"
14/02/2023,27/02/2023,COFINIMMO,BE0003593044,"Millenium International Management LP","0,50"
10/02/2023,28/02/2023,"ELIA GROUP",BE0003822393,"Point72 Europe (London) LLP","0,50"
09/02/2023,10/02/2023,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","0,72"
08/02/2023,09/02/2023,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","0,55"
08/02/2023,09/02/2023,COFINIMMO,BE0003593044,"CITADEL ADVISORS LLC","0,50"
07/02/2023,15/03/2023,COLRUYT,BE0974256852,"WorldQuant, LLC","0,59"
02/02/2023,22/02/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,58"
31/01/2023,13/03/2023,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","0,91"
27/01/2023,02/02/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,65"
26/01/2023,21/02/2023,COLRUYT,BE0974256852,"CITADEL ADVISORS LLC","0,70"
25/01/2023,22/02/2023,BIOCARTIS,BE0974281132,"Whitebox Advisors LLC","0,70"
19/01/2023,20/01/2023,ONTEX,BE0974276082,"COLTRANE ASSET MANAGEMENT, L.P.","0,65"
18/01/2023,25/01/2023,BIOCARTIS,BE0974281132,"Whitebox Advisors LLC","0,60"
18/01/2023,20/01/2023,"CP INVEST",BE0974273055,"CLEARANCE CAPITAL LLP","1,04"
17/01/2023,02/03/2023,SOFINA,BE0003717312,"GLADSTONE CAPITAL MANAGEMENT LLP","0,59"
17/01/2023,24/01/2023,"CP INVEST",BE0974273055,"MCP (Switzerland) Sàrl","0,73"
17/01/2023,18/01/2023,"CP INVEST",BE0974273055,"CLEARANCE CAPITAL LLP","1,49"
17/01/2023,27/01/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,79"
16/01/2023,02/02/2023,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,50"
13/01/2023,17/01/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,85"
12/01/2023,07/02/2023,COLRUYT,BE0974256852,"WorldQuant, LLC","0,68"
12/01/2023,18/01/2023,BIOCARTIS,BE0974281132,"Whitebox Advisors LLC","0,50"
11/01/2023,13/01/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,96"
11/01/2023,17/01/2023,BEKAERT,BE0974258874,"CITADEL ADVISORS LLC","0,50"
09/01/2023,16/02/2023,SOLVAY,BE0003470755,"PSquared Asset Management AG","0,60"
05/01/2023,26/01/2023,COLRUYT,BE0974256852,"CITADEL ADVISORS LLC","0,60"
05/01/2023,17/01/2023,"TELENET GROUP HOLDING",BE0003826436,"CITADEL ADVISORS LLC","0,50"
04/01/2023,11/01/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","1,09"
04/01/2023,13/01/2023,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,51"
03/01/2023,05/01/2023,BIOCARTIS,BE0974281132,"Whitebox Advisors LLC","0,50"
03/01/2023,09/01/2023,SOLVAY,BE0003470755,"PSquared Asset Management AG","0,52"
30/12/2022,12/01/2023,COLRUYT,BE0974256852,"WorldQuant, LLC","0,70"
28/12/2022,29/12/2022,"AGFA GEVAERT",BE0003755692,"TGS Management Company, LLC","0,90"
27/12/2022,30/12/2022,COLRUYT,BE0974256852,"WorldQuant, LLC","0,60"
21/12/2022,27/12/2022,COLRUYT,BE0974256852,"WorldQuant, LLC","0,52"
21/12/2022,05/01/2023,COLRUYT,BE0974256852,"CITADEL ADVISORS LLC","0,50"
19/12/2022,03/01/2023,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","0,59"
15/12/2022,11/01/2023,COLRUYT,BE0974256852,"CITADEL ADVISORS EUROPE LIMITED","0,52"
09/12/2022,04/01/2023,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","1,12"
05/12/2022,19/12/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"Whitebox Advisors LLP","0,62"
01/12/2022,05/12/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"Whitebox Advisors LLP","0,54"
29/11/2022,16/03/2023,PROXIMUS,BE0003810273,"Millenium International Management LP","1,24"
28/11/2022,29/11/2022,PROXIMUS,BE0003810273,"Millenium International Management LP","1,15"
25/11/2022,29/11/2022,BIOCARTIS,BE0974281132,"Quartys Limited","1,13"
25/11/2022,29/11/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","0,91"
25/11/2022,28/11/2022,VGP,BE0003878957,"CITADEL ADVISORS LLC","0,50"
25/11/2022,28/11/2022,PROXIMUS,BE0003810273,"Millenium International Management LP","1,06"
24/11/2022,25/11/2022,BIOCARTIS,BE0974281132,"Quartys Limited","0,97"
24/11/2022,25/11/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","0,51"
24/11/2022,25/11/2022,PROXIMUS,BE0003810273,"Millenium International Management LP","0,98"
23/11/2022,24/11/2022,BIOCARTIS,BE0974281132,"Quartys Limited","0,78"
23/11/2022,24/11/2022,PROXIMUS,BE0003810273,"Millenium International Management LP","0,88"
22/11/2022,23/11/2022,BIOCARTIS,BE0974281132,"Quartys Limited","0,50"
21/11/2022,23/11/2022,PROXIMUS,BE0003810273,"Millenium International Management LP","0,72"
18/11/2022,21/11/2022,PROXIMUS,BE0003810273,"Millenium International Management LP","0,62"
18/11/2022,24/11/2022,VGP,BE0003878957,"CITADEL ADVISORS LLC","0,50"
16/11/2022,18/11/2022,PROXIMUS,BE0003810273,"Millenium International Management LP","0,53"
14/11/2022,15/11/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","0,84"
14/11/2022,18/11/2022,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,56"
11/11/2022,14/11/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","0,62"
03/11/2022,11/11/2022,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","1,04"
02/11/2022,23/02/2023,SOLVAY,BE0003470755,"MARSHALL WACE LLP","0,50"
02/11/2022,03/11/2022,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,97"
31/10/2022,09/11/2022,COLRUYT,BE0974256852,"WorldQuant, LLC","0,59"
27/10/2022,02/11/2022,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","1,00"
27/10/2022,11/11/2022,AGEAS,BE0974264930,"MARSHALL WACE LLP","0,51"
26/10/2022,03/11/2022,BPOST,BE0974268972,"CITADEL ADVISORS LLC","0,51"
24/10/2022,31/01/2023,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","0,81"
19/10/2022,28/10/2022,CFE,BE0003883031,"CITADEL ADVISORS LLC","0,59"
19/10/2022,31/10/2022,COLRUYT,BE0974256852,"WorldQuant, LLC","0,60"
11/10/2022,19/10/2022,COLRUYT,BE0974256852,"WorldQuant, LLC","0,53"
11/10/2022,14/11/2022,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,63"
11/10/2022,27/10/2022,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,91"
10/10/2022,15/03/2023,BARCO,BE0974362940,"PARK WEST ASSET MANAGEMENT LLC","0,58"
04/10/2022,11/10/2022,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,87"
29/09/2022,21/10/2022,"TELENET GROUP HOLDING",BE0003826436,"Voleon Capital Management LP","0,50"
29/09/2022,04/10/2022,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,98"
23/09/2022,29/09/2022,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","1,00"
22/09/2022,19/10/2022,CFE,BE0003883031,"CITADEL ADVISORS LLC","0,60"
20/09/2022,23/09/2022,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,98"
20/09/2022,02/11/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","0,59"
16/09/2022,22/09/2022,CFE,BE0003883031,"CITADEL ADVISORS LLC","0,59"
16/09/2022,11/10/2022,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","1,00"
13/09/2022,16/09/2022,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,90"
13/09/2022,19/09/2022,CFE,BE0003883031,"Qube Research & Technologies Limited","0,57"
06/09/2022,13/09/2022,CFE,BE0003883031,"Qube Research & Technologies Limited","0,68"
06/09/2022,13/09/2022,AGEAS,BE0974264930,"Point72 Europe (London) LLP","1,30"
06/09/2022,24/10/2022,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","0,72"
05/09/2022,13/09/2022,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,84"
01/09/2022,16/09/2022,CFE,BE0003883031,"CITADEL ADVISORS LLC","0,60"
31/08/2022,06/09/2022,CFE,BE0003883031,"Qube Research & Technologies Limited","0,74"
31/08/2022,13/09/2022,SOLVAY,BE0003470755,"Sandbar Asset Management LLP","0,63"
31/08/2022,19/01/2023,ONTEX,BE0974276082,"COLTRANE ASSET MANAGEMENT, L.P.","0,72"
31/08/2022,01/09/2022,CFE,BE0003883031,"CITADEL ADVISORS LLC","0,53"
30/08/2022,05/09/2022,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,77"
30/08/2022,31/08/2022,CFE,BE0003883031,"CITADEL ADVISORS LLC","0,61"
30/08/2022,31/08/2022,SOLVAY,BE0003470755,"Sandbar Asset Management LLP","0,59"
23/08/2022,30/08/2022,SOLVAY,BE0003470755,"Sandbar Asset Management LLP","0,69"
23/08/2022,30/08/2022,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,81"
23/08/2022,30/08/2022,CFE,BE0003883031,"CITADEL ADVISORS LLC","0,54"
22/08/2022,06/09/2022,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","0,80"
22/08/2022,23/08/2022,SOLVAY,BE0003470755,"Sandbar Asset Management LLP","0,70"
19/08/2022,22/08/2022,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","0,78"
17/08/2022,13/09/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","1,20"
17/08/2022,22/08/2022,SOLVAY,BE0003470755,"Sandbar Asset Management LLP","0,66"
16/08/2022,17/08/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","1,08"
15/08/2022,16/08/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","0,96"
12/08/2022,15/08/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","0,81"
12/08/2022,23/08/2022,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,73"
11/08/2022,12/08/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","0,61"
10/08/2022,19/08/2022,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","0,80"
04/08/2022,31/08/2022,ONTEX,BE0974276082,"COLTRANE ASSET MANAGEMENT, L.P.","0,60"
03/08/2022,04/08/2022,ONTEX,BE0974276082,"COLTRANE ASSET MANAGEMENT, L.P.","0,56"
01/08/2022,10/10/2022,BARCO,BE0974362940,"PARK WEST ASSET MANAGEMENT LLC","0,79"
29/07/2022,12/08/2022,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,61"
28/07/2022,20/09/2022,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,82"
27/07/2022,02/08/2022,EURONAV,BE0003816338,"WorldQuant, LLC","0,59"
27/07/2022,28/07/2022,BEFIMMO,BE0003678894,NATIXIS,"1,09"
26/07/2022,01/08/2022,BARCO,BE0974362940,"PARK WEST ASSET MANAGEMENT LLC","0,87"
26/07/2022,17/08/2022,SOLVAY,BE0003470755,"Sandbar Asset Management LLP","0,61"
25/07/2022,27/07/2022,EURONAV,BE0003816338,"WorldQuant, LLC","0,67"
22/07/2022,26/07/2022,SOLVAY,BE0003470755,"Sandbar Asset Management LLP","0,58"
22/07/2022,08/09/2022,COLRUYT,BE0974256852,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","0,50"
21/07/2022,05/09/2022,EURONAV,BE0003816338,"MARSHALL WACE LLP","0,67"
20/07/2022,25/07/2022,EURONAV,BE0003816338,"WorldQuant, LLC","0,79"
20/07/2022,29/07/2022,SOLVAY,BE0003470755,"MILLENNIUM CAPITAL PARTNERS LLP","0,50"
19/07/2022,26/07/2022,BARCO,BE0974362940,"PARK WEST ASSET MANAGEMENT LLC","0,94"
18/07/2022,20/07/2022,EURONAV,BE0003816338,"WorldQuant, LLC","0,86"
18/07/2022,28/07/2022,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,78"
15/07/2022,31/08/2022,CFE,BE0003883031,"Qube Research & Technologies Limited","0,51"
15/07/2022,18/07/2022,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,66"
13/07/2022,15/07/2022,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,70"
13/07/2022,18/07/2022,EURONAV,BE0003816338,"WorldQuant, LLC","0,98"
12/07/2022,13/07/2022,EURONAV,BE0003816338,"WorldQuant, LLC","1,02"
12/07/2022,13/07/2022,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,68"
12/07/2022,14/07/2022,BEFIMMO,BE0003678894,"Samson Rock Capital LLP","0,69"
12/07/2022,19/07/2022,BARCO,BE0974362940,"PARK WEST ASSET MANAGEMENT LLC","1,09"
11/07/2022,12/07/2022,EURONAV,BE0003816338,"WorldQuant, LLC","1,10"
11/07/2022,12/07/2022,BEFIMMO,BE0003678894,"Samson Rock Capital LLP","0,88"
08/07/2022,12/07/2022,SOLVAY,BE0003470755,"Point72 Europe (London) LLP","0,50"
05/07/2022,17/01/2023,"CP INVEST",BE0974273055,"CLEARANCE CAPITAL LLP","1,79"
05/07/2022,21/07/2022,EURONAV,BE0003816338,"MARSHALL WACE LLP","0,60"
05/07/2022,11/07/2022,EURONAV,BE0003816338,"WorldQuant, LLC","1,03"
04/07/2022,27/07/2022,BEFIMMO,BE0003678894,NATIXIS,"1,29"
30/06/2022,05/07/2022,"CP INVEST",BE0974273055,"CLEARANCE CAPITAL LLP","1,85"
27/06/2022,12/07/2022,BEFIMMO,BE0003678894,"CLEARANCE CAPITAL LLP","1,78"
24/06/2022,10/08/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","1,09"
24/06/2022,27/06/2022,BEFIMMO,BE0003678894,"CLEARANCE CAPITAL LLP","1,56"
23/06/2022,18/07/2022,SOLVAY,BE0003470755,"AKO CAPITAL LLP","0,50"
23/06/2022,05/07/2022,EURONAV,BE0003816338,"WorldQuant, LLC","0,98"
23/06/2022,24/06/2022,BEFIMMO,BE0003678894,"CLEARANCE CAPITAL LLP","1,12"
22/06/2022,23/06/2022,BEFIMMO,BE0003678894,"CLEARANCE CAPITAL LLP","0,90"
21/06/2022,22/06/2022,BEFIMMO,BE0003678894,"CLEARANCE CAPITAL LLP","0,75"
21/06/2022,23/06/2022,EURONAV,BE0003816338,"WorldQuant, LLC","1,09"
20/06/2022,05/07/2022,EURONAV,BE0003816338,"MARSHALL WACE LLP","0,50"
20/06/2022,21/06/2022,BEFIMMO,BE0003678894,"CLEARANCE CAPITAL LLP","0,51"
15/06/2022,04/08/2022,BEFIMMO,BE0003678894,"TIG Advisors, LLC","0,79"
14/06/2022,17/01/2023,SOFINA,BE0003717312,"GLADSTONE CAPITAL MANAGEMENT LLP","0,51"
13/06/2022,21/06/2022,EURONAV,BE0003816338,"WorldQuant, LLC","1,10"
13/06/2022,15/06/2022,PROXIMUS,BE0003810273,"MARSHALL WACE LLP","0,55"
10/06/2022,06/09/2022,BIOCARTIS,BE0974281132,"Whitebox Advisors LLC","0,70"
10/06/2022,13/06/2022,EURONAV,BE0003816338,"WorldQuant, LLC","1,05"
06/06/2022,15/06/2022,BPOST,BE0974268972,"MARSHALL WACE LLP","0,59"
02/06/2022,10/06/2022,EURONAV,BE0003816338,"WorldQuant, LLC","0,90"
02/06/2022,24/06/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"HIGHBRIDGE CAPITAL MANAGEMENT, LLC","1,18"
01/06/2022,06/06/2022,BPOST,BE0974268972,"MARSHALL WACE LLP","0,60"
31/05/2022,17/06/2022,EURONAV,BE0003816338,"MARSHALL WACE LLP","0,58"
30/05/2022,16/03/2023,COLRUYT,BE0974256852,"Millenium International Management LP","1,38"
27/05/2022,30/05/2022,COLRUYT,BE0974256852,"Millenium International Management LP","1,27"
26/05/2022,27/05/2022,COLRUYT,BE0974256852,"Millenium International Management LP","1,14"
26/05/2022,16/06/2022,SOLVAY,BE0003470755,"AKO CAPITAL LLP","0,59"
25/05/2022,26/05/2022,COLRUYT,BE0974256852,"Millenium International Management LP","0,98"
25/05/2022,15/06/2022,BEFIMMO,BE0003678894,"TIG Advisors, LLC","0,81"
24/05/2022,10/06/2022,BIOCARTIS,BE0974281132,"Whitebox Advisors LLC","0,60"
24/05/2022,02/06/2022,EURONAV,BE0003816338,"WorldQuant, LLC","0,87"
24/05/2022,25/05/2022,COLRUYT,BE0974256852,"Millenium International Management LP","0,81"
24/05/2022,13/06/2022,PROXIMUS,BE0003810273,"MARSHALL WACE LLP","0,61"
23/05/2022,08/08/2022,"MITHRA PHARMACEUTICALS",BE0974283153,"Whitebox Advisors LLC","0,50"
23/05/2022,24/05/2022,COLRUYT,BE0974256852,"Millenium International Management LP","0,64"
20/05/2022,23/05/2022,COLRUYT,BE0974256852,"Millenium International Management LP","0,74"
20/05/2022,12/07/2022,BARCO,BE0974362940,"PARK WEST ASSET MANAGEMENT LLC","1,15"
19/05/2022,10/08/2022,UMICORE,BE0974320526,"BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","0,72"
19/05/2022,08/06/2022,COLRUYT,BE0974256852,"MARSHALL WACE LLP","0,59"
19/05/2022,26/05/2022,SOLVAY,BE0003470755,"AKO CAPITAL LLP","0,63"
18/05/2022,19/05/2022,COLRUYT,BE0974256852,"MARSHALL WACE LLP","0,60"
18/05/2022,24/05/2022,EURONAV,BE0003816338,"WorldQuant, LLC","0,91"
17/05/2022,15/07/2022,SOLVAY,BE0003470755,"MARSHALL WACE LLP","0,50"
16/05/2022,26/05/2022,BPOST,BE0974268972,"Voleon Capital Management LP","0,58"
13/05/2022,05/07/2022,BPOST,BE0974268972,"CITADEL ADVISORS LLC","0,50"
11/05/2022,24/05/2022,PROXIMUS,BE0003810273,"MARSHALL WACE LLP","0,51"
11/05/2022,16/05/2022,BPOST,BE0974268972,"Voleon Capital Management LP","0,67"
10/05/2022,18/05/2022,EURONAV,BE0003816338,"WorldQuant, LLC","0,86"
09/05/2022,19/05/2022,SOLVAY,BE0003470755,"AKO CAPITAL LLP","0,77"
09/05/2022,10/05/2022,EURONAV,BE0003816338,"WorldQuant, LLC","0,92"
04/05/2022,13/05/2022,SOLVAY,BE0003470755,"Sandbar Asset Management LLP","0,57"
04/05/2022,24/05/2022,BIOCARTIS,BE0974281132,"Whitebox Advisors LLC","0,51"
02/05/2022,11/05/2022,ONTEX,BE0974276082,"MARSHALL WACE LLP","0,59"
02/05/2022,04/05/2022,SOLVAY,BE0003470755,"Sandbar Asset Management LLP","0,67"
02/05/2022,31/05/2022,EURONAV,BE0003816338,"MARSHALL WACE LLP","0,69"
02/05/2022,09/05/2022,SOLVAY,BE0003470755,"AKO CAPITAL LLP","0,86"
